Year,Score,GDP_per_Capita,Life_Expectancy,Freedom,Family_Support,Corruption_Perception,Generosity
2015,5.37573417721519,0.8461372151898735,0.6302593670886075,0.42861493670886075,0.9910459493670887,0.14342183544303796,0.23729550632911395
2016,5.382184713375796,0.9538798089171975,0.5576189808917197,0.37099388535031846,0.7936210828025478,0.13762375796178342,0.24263490445859873
2017,5.354019355773926,0.9847182019463474,0.5513407826123219,0.4087859728583886,1.1888977504545641,0.12312022065142951,0.24688347161657387
2018,5.375916666666667,0.8914487179487179,0.5973461538461539,0.4545064102564103,1.2132371794871795,0.112,0.18100641025641023
2019,5.407096153846154,0.905147435897436,0.7252435897435898,0.3925705128205128,1.2088141025641026,0.11060256410256411,0.18484615384615383
